2026-01-06 10:00:20 | INFO     | log:151 | [search_batch_stream] Batch stream search from: test_getUserProfile_2.xlsx
2026-01-06 10:00:24 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3752, max=50.7902
2026-01-06 10:00:24 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Tôi muốn biết thông tin cơ bản về hồ sơ của mình'
2026-01-06 10:00:24 | DEBUG    | log:153 | [normalize_query] 'Thông tin người dùng hiện tại đang được ...' -> 'Thông tin người dùng hiện tại đang được ...'
2026-01-06 10:00:24 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin người dùng hiện tại đang được ghi nhận ntn?] - formatted_query: [Thông tin người dùng hiện tại đang được ghi nhận ntn] - normalized_query: [Thông tin người dùng hiện tại đang được ghi nhận ntn]
2026-01-06 10:00:24 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.1893, max=18.5454
2026-01-06 10:00:24 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin người dùng hiện tại ...' | Doc: Tra cứu giao dịch nh | Boost: 0.25 | Matched: ['nhận']
2026-01-06 10:00:24 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin người dùng hiện tại ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['người dùng']
2026-01-06 10:00:24 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Thông tin người dùng hiện tại ...' | Scores: {'Tra cứu giao dịch nhận tiền': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:24 | DEBUG    | log:153 | [normalize_query] 'Giới tính của tôi có được cập nhật chính...' -> 'Giới tính của tôi có được cập nhật chính...'
2026-01-06 10:00:24 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Giới tính của tôi có được cập nhật chính xác chưa?] - formatted_query: [Giới tính của tôi có được cập nhật chính xác chưa] - normalized_query: [Giới tính của tôi có được cập nhật chính xác chưa]
2026-01-06 10:00:24 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6918, max=20.7122
2026-01-06 10:00:24 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Giới tính của tôi có được cập ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['giới tính']
2026-01-06 10:00:24 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Giới tính của tôi có được cập ...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:24 | DEBUG    | log:153 | [normalize_query] 'Hãy hiển thị họ tên và quốc tịch của tôi...' -> 'Hãy hiển thị họ tên và quốc tịch của tôi...'
2026-01-06 10:00:24 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hãy hiển thị họ tên và quốc tịch của tôi.] - formatted_query: [Hãy hiển thị họ tên và quốc tịch của tôi] - normalized_query: [Hãy hiển thị họ tên và quốc tịch của tôi]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=23.7145
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hãy hiển thị họ tên và quốc tị...' | Doc: getUserProfile | Tra | Boost: 0.50 | Matched: ['họ tên', 'quốc tịch']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hãy hiển thị họ tên và quốc tị...' -> getUserProfile | Tra cứu thông (score=2)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn xem lại ảnh hồ sơ và thông tin ...' -> 'Tôi muốn xem lại ảnh hồ sơ và thông tin ...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn xem lại ảnh hồ sơ và thông tin cá nhân.] - formatted_query: [Tôi muốn xem lại ảnh hồ sơ và thông tin cá nhân] - normalized_query: [Tôi muốn xem lại ảnh hồ sơ và thông tin cá nhân]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3348, max=54.6904
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xem lại ảnh hồ sơ và ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tôi muốn xem lại ảnh hồ sơ và ...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Kiểm tra giùm thông tin định danh khách ...' -> 'Kiểm tra giùm thông tin định danh khách ...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Kiểm tra giùm thông tin định danh khách hàng.] - formatted_query: [Kiểm tra giùm thông tin định danh khách hàng] - normalized_query: [Kiểm tra giùm thông tin định danh khách hàng]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2009, max=26.0273
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra giùm thông tin định d...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['định danh']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Kiểm tra giùm thông tin định d...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Ngày sinh của tôi có phải là ngày [Ngày]...' -> 'Ngày sinh của tôi có phải là ngày [ngày]...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Ngày sinh của tôi có phải là ngày [Ngày] không?] - formatted_query: [Ngày sinh của tôi có phải là ngày [ngày] không] - normalized_query: [Ngày sinh của tôi có phải là ngày [ngày] không]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=13.2462
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ngày sinh của tôi có phải là n...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ngày sinh của tôi có phải là n...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ngày sinh của tôi có phải là n...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['ngày sinh']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Ngày sinh của tôi có phải là n...' | Scores: {'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Thông tin cá nhân của tôi có cần bổ sung...' -> 'Thông tin cá nhân của tôi có cần bổ sung...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin cá nhân của tôi có cần bổ sung gì không?] - formatted_query: [Thông tin cá nhân của tôi có cần bổ sung gì không] - normalized_query: [Thông tin cá nhân của tôi có cần bổ sung gì không]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2165, max=46.0831
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin cá nhân của tôi có c...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thông tin cá nhân của tôi có c...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Tên của mình trong danh sách khách hàng ...' -> 'Tên của mình trong danh sách khách hàng ...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tên của mình trong danh sách khách hàng là gì?] - formatted_query: [Tên của mình trong danh sách khách hàng là gì] - normalized_query: [Tên của mình trong danh sách khách hàng là gì]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=23.6069
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tên của mình trong danh sách k...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trong']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tên của mình trong danh sách k...' -> getTransactionList | Tra cứu g (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Tôi cần xác nhận giới tính của mình trên...' -> 'Tôi cần xác nhận giới tính của mình trên...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi cần xác nhận giới tính của mình trên hồ sơ.] - formatted_query: [Tôi cần xác nhận giới tính của mình trên hồ sơ] - normalized_query: [Tôi cần xác nhận giới tính của mình trên hồ sơ]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.4141, max=28.5675
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần xác nhận giới tính của...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần xác nhận giới tính của...' | Doc: Tra cứu giao dịch nh | Boost: 0.25 | Matched: ['nhận']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần xác nhận giới tính của...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần xác nhận giới tính của...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['giới tính']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tôi cần xác nhận giới tính của...' | Scores: {'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch nhận tiền': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Xem chi tiết thông tin định danh cơ bản ...' -> 'Xem chi tiết thông tin định danh cơ bản ...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem chi tiết thông tin định danh cơ bản của tôi.] - formatted_query: [Xem chi tiết thông tin định danh cơ bản của tôi] - normalized_query: [Xem chi tiết thông tin định danh cơ bản của tôi]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.2848, max=38.8928
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem chi tiết thông tin định da...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['định danh']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem chi tiết thông tin định da...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Hồ sơ của mình đang hiển thị quốc tịch V...' -> 'Hồ sơ của mình đang hiển thị quốc tịch v...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hồ sơ của mình đang hiển thị quốc tịch Việt Nam à?] - formatted_query: [Hồ sơ của mình đang hiển thị quốc tịch việt nam à] - normalized_query: [Hồ sơ của mình đang hiển thị quốc tịch việt nam à]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0202, max=36.0859
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hồ sơ của mình đang hiển thị q...' | Doc: getUserProfile | Tra | Boost: 0.50 | Matched: ['nam', 'quốc tịch']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hồ sơ của mình đang hiển thị q...' -> getUserProfile | Tra cứu thông (score=2)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Kiểm tra họ tên thật của tôi trên hệ thố...' -> 'Kiểm tra họ tên thật của tôi trên hệ thố...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Kiểm tra họ tên thật của tôi trên hệ thống.] - formatted_query: [Kiểm tra họ tên thật của tôi trên hệ thống] - normalized_query: [Kiểm tra họ tên thật của tôi trên hệ thống]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0160, max=20.9109
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra họ tên thật của tôi t...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra họ tên thật của tôi t...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra họ tên thật của tôi t...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['họ tên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Kiểm tra họ tên thật của tôi t...' | Scores: {'Tra cứu giao dịch theo số tiền': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Thông tin cá nhân cơ bản của tôi hiện ra...' -> 'Thông tin cá nhân cơ bản của tôi hiện ra...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin cá nhân cơ bản của tôi hiện ra sao?] - formatted_query: [Thông tin cá nhân cơ bản của tôi hiện ra sao] - normalized_query: [Thông tin cá nhân cơ bản của tôi hiện ra sao]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2343, max=64.1449
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin cá nhân cơ bản của t...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thông tin cá nhân cơ bản của t...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Vui lòng hiển thị chi tiết lý lịch trích...' -> 'Vui lòng hiển thị chi tiết lý lịch trích...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Vui lòng hiển thị chi tiết lý lịch trích ngang của tôi.] - formatted_query: [Vui lòng hiển thị chi tiết lý lịch trích ngang của tôi] - normalized_query: [Vui lòng hiển thị chi tiết lý lịch trích ngang của tôi]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6128, max=15.5844
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Vui lòng hiển thị chi tiết lý lịch trích ngang của'
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Tôi cần đối chiếu họ tên và ngày sinh tr...' -> 'Tôi cần đối chiếu họ tên và ngày sinh tr...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi cần đối chiếu họ tên và ngày sinh trên hệ thống ngân hàng.] - formatted_query: [Tôi cần đối chiếu họ tên và ngày sinh trên hệ thống ngân hàng] - normalized_query: [Tôi cần đối chiếu họ tên và ngày sinh trên hệ thống ngân hàng]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0963, max=32.6597
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần đối chiếu họ tên và ng...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần đối chiếu họ tên và ng...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần đối chiếu họ tên và ng...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần đối chiếu họ tên và ng...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần đối chiếu họ tên và ng...' | Doc: getUserProfile | Tra | Boost: 0.50 | Matched: ['họ tên', 'ngày sinh']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tôi cần đối chiếu họ tên và ng...' -> getUserProfile | Tra cứu thông (score=2)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Thông tin nhân thân của tôi hiện đang đư...' -> 'Thông tin nhân thân của tôi hiện đang đư...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin nhân thân của tôi hiện đang được lưu trữ như thế nào?] - formatted_query: [Thông tin nhân thân của tôi hiện đang được lưu trữ như thế nào] - normalized_query: [Thông tin nhân thân của tôi hiện đang được lưu trữ như thế nào]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3147, max=35.9202
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Thông tin nhân thân của tôi hiện đang được lưu trữ'
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Dữ liệu định danh của tôi có bao gồm quố...' -> 'Dữ liệu định danh của tôi có bao gồm quố...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Dữ liệu định danh của tôi có bao gồm quốc tịch không?] - formatted_query: [Dữ liệu định danh của tôi có bao gồm quốc tịch không] - normalized_query: [Dữ liệu định danh của tôi có bao gồm quốc tịch không]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1068, max=15.8321
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Dữ liệu định danh của tôi có b...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['quốc tịch']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Dữ liệu định danh của tôi có b...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['định danh']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Dữ liệu định danh của tôi có b...' | Scores: {'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1, 'getUserProfile | Tra cứu thông tin định danh': 1}
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Hãy liệt kê các thông tin cơ bản về danh...' -> 'Hãy liệt kê các thông tin cơ bản về danh...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hãy liệt kê các thông tin cơ bản về danh tính của tôi.] - formatted_query: [Hãy liệt kê các thông tin cơ bản về danh tính của tôi] - normalized_query: [Hãy liệt kê các thông tin cơ bản về danh tính của tôi]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3550, max=29.7422
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Hãy liệt kê các thông tin cơ bản về danh tính của '
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn xác nhận lại tên đầy đủ của mìn...' -> 'Tôi muốn xác nhận lại tên đầy đủ của mìn...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn xác nhận lại tên đầy đủ của mình trên app.] - formatted_query: [Tôi muốn xác nhận lại tên đầy đủ của mình trên app] - normalized_query: [Tôi muốn xác nhận lại tên đầy đủ của mình trên app]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.4050, max=21.2891
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xác nhận lại tên đầy ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xác nhận lại tên đầy ...' | Doc: Tra cứu giao dịch nh | Boost: 0.25 | Matched: ['nhận']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xác nhận lại tên đầy ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tôi muốn xác nhận lại tên đầy ...' | Scores: {'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch nhận tiền': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1}
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Trạng thái hồ sơ của tôi hiện tại là Act...' -> 'Trạng thái hồ sơ của tôi hiện tại là act...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trạng thái hồ sơ của tôi hiện tại là Active hay Inactive vậy?] - formatted_query: [Trạng thái hồ sơ của tôi hiện tại là active hay inactive vậy] - normalized_query: [Trạng thái hồ sơ của tôi hiện tại là active hay inactive vậy]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0126, max=40.3820
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái hồ sơ của tôi hiện ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái hồ sơ của tôi hiện ...' | Doc: getUserProfile | Kiể | Boost: 0.75 | Matched: ['trạng thái', 'active', 'inactive']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Trạng thái hồ sơ của tôi hiện ...' -> getUserProfile | Kiểm tra trạn (score=3)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Vui lòng cung cấp thông tin về giới tính...' -> 'Vui lòng cung cấp thông tin về giới tính...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Vui lòng cung cấp thông tin về giới tính và ngày sinh của tôi.] - formatted_query: [Vui lòng cung cấp thông tin về giới tính và ngày sinh của tôi] - normalized_query: [Vui lòng cung cấp thông tin về giới tính và ngày sinh của tôi]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0320, max=15.9069
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Vui lòng cung cấp thông tin về...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Vui lòng cung cấp thông tin về...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Vui lòng cung cấp thông tin về...' | Doc: getUserProfile | Tra | Boost: 0.50 | Matched: ['ngày sinh', 'giới tính']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Vui lòng cung cấp thông tin về...' -> getUserProfile | Tra cứu thông (score=2)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Dữ liệu hệ thống về cá nhân tôi có chính...' -> 'Dữ liệu hệ thống về cá nhân tôi có chính...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Dữ liệu hệ thống về cá nhân tôi có chính xác với giấy tờ không?] - formatted_query: [Dữ liệu hệ thống về cá nhân tôi có chính xác với giấy tờ không] - normalized_query: [Dữ liệu hệ thống về cá nhân tôi có chính xác với giấy tờ không]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5250, max=28.1793
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Dữ liệu hệ thống về cá nhân tôi có chính xác với g'
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn truy cập vào phần hồ sơ định da...' -> 'Tôi muốn truy cập vào phần hồ sơ định da...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn truy cập vào phần hồ sơ định danh cá nhân.] - formatted_query: [Tôi muốn truy cập vào phần hồ sơ định danh cá nhân] - normalized_query: [Tôi muốn truy cập vào phần hồ sơ định danh cá nhân]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0605, max=33.6147
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn truy cập vào phần hồ ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['định danh']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tôi muốn truy cập vào phần hồ ...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Có thể cho tôi biết quốc tịch đã đăng ký...' -> 'Có thể cho tôi biết quốc tịch đã đăng ký...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Có thể cho tôi biết quốc tịch đã đăng ký của tôi không?] - formatted_query: [Có thể cho tôi biết quốc tịch đã đăng ký của tôi không] - normalized_query: [Có thể cho tôi biết quốc tịch đã đăng ký của tôi không]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=29.0919
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có thể cho tôi biết quốc tịch ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['quốc tịch']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Có thể cho tôi biết quốc tịch ...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Hãy hiển thị profile người dùng của tôi ...' -> 'Hãy hiển thị profile người dùng của tôi ...'
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hãy hiển thị profile người dùng của tôi lên màn hình.] - formatted_query: [Hãy hiển thị profile người dùng của tôi lên màn hình] - normalized_query: [Hãy hiển thị profile người dùng của tôi lên màn hình]
2026-01-06 10:00:25 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8516, max=15.7963
2026-01-06 10:00:25 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hãy hiển thị profile người dùn...' | Doc: getUserProfile | Tra | Boost: 0.50 | Matched: ['profile', 'người dùng']
2026-01-06 10:00:25 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hãy hiển thị profile người dùn...' -> getUserProfile | Tra cứu thông (score=2)
2026-01-06 10:00:25 | DEBUG    | log:153 | [normalize_query] 'Thông tin cá nhân của tôi có bị sai sót ...' -> 'Thông tin cá nhân của tôi có bị sai sót ...'
